1403638519.49283	0.000390953752446730	0.000101229096615671	-3.14159265358979e-05	-0.0190821064583333	-0.000286027291666667	0.0449471458333333
1403638519.49783	0.000411897703470662	9.42477796076938e-05	-6.98131700797732e-06	-0.0188778012500000	-4.08610416666667e-05	0.0451514510416667
1403638519.50283	0.000397935069454707	0.000108210413623648	-2.79252680319093e-05	-0.0189595233333333	-0.000245166250000000	0.0451105900000000
1403638519.50783	0.000401425727958696	9.07571211037052e-05	3.49065850398866e-06	-0.0190003843750000	-0.000245166250000000	0.0451923120833333
1403638519.51283	0.000390953752446730	0.000115191730631626	-1.04719755119660e-05	-0.0188778012500000	-0.000163444166666667	0.0451105900000000
1403638519.51783	0.000380481776934764	9.77384381116825e-05	-3.49065850398866e-06	-0.0190821064583333	-0.000204305208333333	0.0451105900000000
1403638519.52283	0.000373500459926787	0.000115191730631626	-1.04719755119660e-05	-0.0190821064583333	-4.08610416666667e-05	0.0456826445833333
1403638519.52783	0.000397935069454707	0.000104719755119660	-1.39626340159546e-05	-0.0190003843750000	-0.000245166250000000	0.0450697289583333
1403638519.53283	0.000376991118430775	0.000108210413623648	-2.44346095279206e-05	-0.0189595233333333	-8.17220833333333e-05	0.0452331731250000
1403638519.53783	0.000370009801422798	9.77384381116825e-05	1.74532925199433e-05	-0.0188369402083333	-0.000286027291666667	0.0445385354166667
1403638519.54283	0.000370009801422798	9.42477796076938e-05	-3.49065850398866e-06	-0.0189186622916667	-0.000122583125000000	0.0451105900000000
1403638519.54783	0.000383972435438753	0.000101229096615671	-1.39626340159546e-05	-0.0190003843750000	-0.000367749375000000	0.0450288679166667
1403638519.55283	0.000380481776934764	0.000111701072127637	-3.49065850398866e-05	-0.0190412454166667	-4.08610416666667e-05	0.0456417835416667
1403638519.55783	0.000390953752446730	0.000111701072127637	-1.74532925199433e-05	-0.0188369402083333	-0.000408610416666667	0.0448654237500000
1403638519.56283	0.000366519142918809	0.000111701072127637	1.39626340159546e-05	-0.0190821064583333	-8.17220833333333e-05	0.0454374783333333
1403638519.56783	0.000404916386462684	0.000101229096615671	6.98131700797732e-06	-0.0189186622916667	-0.000204305208333333	0.0448245627083333
1403638519.57283	0.000401425727958696	8.72664625997165e-05	-3.49065850398866e-06	-0.0188778012500000	0	0.0452331731250000
1403638519.57783	0.000394444410950718	9.42477796076938e-05	0	-0.0188778012500000	-0.000286027291666667	0.0446611185416667
